brand,dtime,atime,price,dcity,acity,flight_type,class_type,ddate,flytime_hours
Vietravel Airlines,23:59:00,02:15:00,1377000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.2666666666666666
VietJet Air,22:25:00,00:35:00,1447000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,23:30:00,01:35:00,1447000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.0833333333333335
VietJet Air,23:40:00,01:50:00,1447000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1563000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.1666666666666665
Vietnam Airlines,19:20:00,21:40:00,6003000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.3333333333333335
Vietnam Airlines,21:00:00,23:10:00,6004000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.1666666666666665
Vietnam Airlines,20:00:00,22:15:00,7113000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.25
Vietnam Airlines,20:40:00,22:50:00,7113000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.1666666666666665
Vietnam Airlines,18:45:00,21:00:00,8499000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.25
Vietnam Airlines,19:00:00,21:15:00,8499000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.25
Vietnam Airlines,21:00:00,23:20:00,10492000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-06,2.3333333333333335
Vietnam Airlines,19:50:00,21:20:00,2688000,da-nang,hanoi,oneway,economy,2023-12-06,1.5
Vietnam Airlines,18:25:00,19:55:00,2688000,da-nang,hanoi,oneway,economy,2023-12-06,1.5
Vietnam Airlines,20:30:00,22:00:00,2688000,da-nang,hanoi,oneway,economy,2023-12-06,1.5
VietJet Air,21:25:00,09:10:00,3892000,da-nang,hanoi,oneway,economy,2023-12-06,11.75
VietJet Air,21:25:00,08:40:00,4074000,da-nang,hanoi,oneway,economy,2023-12-06,11.25
VietJet Air,21:25:00,07:25:00,4223000,da-nang,hanoi,oneway,economy,2023-12-06,
VietJet Air,21:25:00,08:10:00,4223000,da-nang,hanoi,oneway,economy,2023-12-06,10.75
Vietnam Airlines,22:10:00,07:20:00,5258000,da-nang,hanoi,oneway,economy,2023-12-06,9.166666666666666
A.P.G. Distribution System,21:25:00,08:40:00,6345000,da-nang,hanoi,oneway,economy,2023-12-06,11.25
A.P.G. Distribution System,21:25:00,10:15:00,6345000,da-nang,hanoi,oneway,economy,2023-12-06,12.833333333333334
A.P.G. Distribution System,21:25:00,11:40:00,6345000,da-nang,hanoi,oneway,economy,2023-12-06,14.25
A.P.G. Distribution System,21:25:00,12:20:00,6345000,da-nang,hanoi,oneway,economy,2023-12-06,14.916666666666666
A.P.G. Distribution System,21:25:00,07:25:00,6675000,da-nang,hanoi,oneway,economy,2023-12-06,
A.P.G. Distribution System,21:25:00,08:10:00,6675000,da-nang,hanoi,oneway,economy,2023-12-06,10.75
Vietnam Airlines,23:00:00,07:20:00,8478000,da-nang,hanoi,oneway,economy,2023-12-06,8.333333333333334
VietJet Air,22:00:00,00:10:00,1665000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,22:50:00,01:00:00,1665000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,23:10:00,01:20:00,1665000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,21:15:00,23:25:00,1875000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.1666666666666665
VietJet Air,22:10:00,00:10:00,2013000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,
Vietravel Airlines,22:00:00,00:10:00,2620000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.1666666666666665
Vietnam Airlines,23:45:00,02:00:00,6406000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.25
Vietnam Airlines,20:30:00,22:45:00,10456000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.25
Vietnam Airlines,21:00:00,23:15:00,10456000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,2.25
VietJet Air,21:25:00,19:10:00,4492000,hanoi,ho-chi-minh-city,oneway,economy,2023-12-06,21.75
VietJet Air,22:50:00,08:45:00,3660000,hanoi,da-nang,oneway,economy,2023-12-06,9.916666666666666
VietJet Air,23:10:00,08:45:00,3660000,hanoi,da-nang,oneway,economy,2023-12-06,9.583333333333334
VietJet Air,22:00:00,21:35:00,3709000,hanoi,da-nang,oneway,economy,2023-12-06,23.583333333333332
VietJet Air,22:50:00,21:35:00,3709000,hanoi,da-nang,oneway,economy,2023-12-06,22.75
VietJet Air,23:10:00,21:35:00,3709000,hanoi,da-nang,oneway,economy,2023-12-06,22.416666666666668
VietJet Air,22:00:00,18:35:00,3912000,hanoi,da-nang,oneway,economy,2023-12-06,20.583333333333332
VietJet Air,22:50:00,18:35:00,3912000,hanoi,da-nang,oneway,economy,2023-12-06,19.75
VietJet Air,23:10:00,18:35:00,3912000,hanoi,da-nang,oneway,economy,2023-12-06,19.416666666666668
VietJet Air,22:50:00,12:25:00,3973000,hanoi,da-nang,oneway,economy,2023-12-06,13.583333333333334
VietJet Air,23:10:00,12:25:00,3973000,hanoi,da-nang,oneway,economy,2023-12-06,13.25
VietJet Air,22:10:00,08:45:00,4422000,hanoi,da-nang,oneway,economy,2023-12-06,10.583333333333334
VietJet Air,22:00:00,08:45:00,4431000,hanoi,da-nang,oneway,economy,2023-12-06,10.75
VietJet Air,21:15:00,08:45:00,4512000,hanoi,da-nang,oneway,economy,2023-12-06,11.5
Vietnam Airlines,23:45:00,07:30:00,5985000,hanoi,da-nang,oneway,economy,2023-12-06,7.75
Vietnam Airlines,19:00:00,20:30:00,9607000,hanoi,da-nang,oneway,economy,2023-12-06,1.5
VietJet Air,14:40:00,16:00:00,1676000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,1596000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,1640000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,1776000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,1812000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,2508000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,3135000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,3216000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,3764000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,4311000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:40:00,16:00:00,5109000,ho-chi-minh-city,da-nang,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,21:40:00,23:50:00,1083000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1332000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1343000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1448000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1458000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1564000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1666000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1709000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1775000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1876000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,1960000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2519000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2559000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2633000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2761000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2953000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,2986000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,3098000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,3225000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,3443000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,3637000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,4009000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,5729000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,6737000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
VietJet Air,21:40:00,23:50:00,10424000,ho-chi-minh-city,hanoi,oneway,economy,2023-12-10,2.1666666666666665
Vietnam Airlines,17:45:00,18:50:00,958000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,866000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,1221000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,1634000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,3215000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,5441000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,5446000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,17:45:00,18:50:00,5581000,ho-chi-minh-city,phu-quoc-island,oneway,economy,2023-12-10,1.0833333333333333
Vietnam Airlines,20:05:00,21:20:00,1436000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,1817000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,4876000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,2813000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,3087000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,3109000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,3112000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,3362000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,4311000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,5439000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
Vietnam Airlines,20:05:00,21:20:00,8508000,ho-chi-minh-city,nha-trang,oneway,economy,2023-12-10,1.25
VietJet Air,20:00:00,21:25:00,1156000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,1251000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,1492000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,1971000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,2650000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,2668000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,2951000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,3205000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,3306000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,3315000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
VietJet Air,20:00:00,21:25:00,9320000,ho-chi-minh-city,hue,oneway,economy,2023-12-10,1.4166666666666667
A.P.G. Distribution System,19:45:00,21:35:00,2519000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,2953000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,5150000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,2941000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,3306000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,4607000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
A.P.G. Distribution System,19:45:00,21:35:00,5242000,ho-chi-minh-city,vinh,oneway,economy,2023-12-10,1.8333333333333335
VietJet Air,20:00:00,22:00:00,1489000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,1707000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,2162000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,2296000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3374000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3616000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,8490000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,2820000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3205000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3423000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3524000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3634000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,3642000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
VietJet Air,20:00:00,22:00:00,4079000,ho-chi-minh-city,haiphong,oneway,economy,2023-12-10,
Vietnam Airlines,18:45:00,10:10:00,7820000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,8155000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,8696000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,8863000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,8901000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,10217000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,10253000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,10282000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
Vietnam Airlines,18:45:00,10:10:00,10858000,ho-chi-minh-city,dong-hoi,oneway,economy,2023-12-10,15.416666666666666
VietJet Air,14:45:00,16:05:00,1637000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,1985000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,4311000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,8322000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,8389000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,8696000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,9199000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,9237000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,9405000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,10108000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,10318000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,14:45:00,16:05:00,10759000,ho-chi-minh-city,chu-lai,oneway,economy,2023-12-10,1.3333333333333333
VietJet Air,17:05:00,18:15:00,1479000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,2002000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,3209000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,3087000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,3194000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,3479000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,4697000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,4835000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,5150000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,5294000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,5547000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,17:05:00,18:15:00,8583000,ho-chi-minh-city,pleiku,oneway,economy,2023-12-10,1.1666666666666667
VietJet Air,16:20:00,17:20:00,1257000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,1457000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,2478000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,3087000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,3095000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,3232000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,3241000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
VietJet Air,16:20:00,17:20:00,3369000,ho-chi-minh-city,buon-ma-thuot,oneway,economy,2023-12-10,
Vietnam Airlines,15:10:00,16:20:00,1331000,ho-chi-minh-city,con-dao-island,oneway,economy,2023-12-10,1.1666666666666667
Vietnam Airlines,15:10:00,16:20:00,1358000,ho-chi-minh-city,con-dao-island,oneway,economy,2023-12-10,1.1666666666666667
Vietnam Airlines,15:10:00,16:20:00,2101000,ho-chi-minh-city,con-dao-island,oneway,economy,2023-12-10,1.1666666666666667
Vietnam Airlines,15:10:00,16:20:00,2455000,ho-chi-minh-city,con-dao-island,oneway,economy,2023-12-10,1.1666666666666667
Vietnam Airlines,15:10:00,16:20:00,2650000,ho-chi-minh-city,con-dao-island,oneway,economy,2023-12-10,1.1666666666666667
Vietnam Airlines,16:55:00,17:50:00,1638000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,4038000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3197000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3336000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3446000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3460000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3602000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3744000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3752000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
Vietnam Airlines,16:55:00,17:50:00,3938000,ho-chi-minh-city,Da-lat,oneway,economy,2023-12-10,
VietJet Air,14:25:00,21:10:00,5301000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,3579000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,3835000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,3843000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,3919000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,4751000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,4882000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,5646000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,7834000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,9442000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,10524000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,20793000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,14452000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,23533000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,14:25:00,21:10:00,24905000,ho-chi-minh-city,Can-tho,oneway,economy,2023-12-10,6.75
VietJet Air,23:40:00,13:55:00,6060000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,6060000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,7150000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,7150000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,7400000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,7400000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,10011000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,10011000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,10282000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,10282000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,10524000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,10524000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,10823000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,10823000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,10858000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,10858000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,11159000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,11159000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
VietJet Air,23:40:00,13:55:00,11365000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
Vietnam Airlines,23:40:00,13:55:00,11365000,ho-chi-minh-city,dien-bien-phu,oneway,economy,2023-12-10,14.25
