brand,dtime,atime,price,dcity,acity,flight_type,class_type,ddate,flytime_hours
Vietnam Airlines,10:50:00,18:00:00,15639000,dong-hoi,vinh,oneway,business,2023-12-12,7.166666666666667
Vietnam Airlines,10:50:00,18:00:00,29354000,dong-hoi,vinh,oneway,business,2023-12-12,7.166666666666667
Vietnam Airlines,10:50:00,18:00:00,33054000,dong-hoi,vinh,oneway,business,2023-12-12,7.166666666666667
Vietnam Airlines,10:50:00,19:55:00,32192000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,35705000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,42176000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,28137000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,24623000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,33054000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,19:55:00,35634000,dong-hoi,haiphong,oneway,business,2023-12-12,33.083333333333336
Vietnam Airlines,10:50:00,08:00:00,16449000,dong-hoi,chu-lai,oneway,business,2023-12-12,21.166666666666668
Vietnam Airlines,10:50:00,08:00:00,25704000,dong-hoi,chu-lai,oneway,business,2023-12-12,21.166666666666668
Vietnam Airlines,10:50:00,08:00:00,22731000,dong-hoi,chu-lai,oneway,business,2023-12-12,21.166666666666668
Vietnam Airlines,10:50:00,08:00:00,23812000,dong-hoi,chu-lai,oneway,business,2023-12-12,21.166666666666668
Vietnam Airlines,10:50:00,08:00:00,26245000,dong-hoi,chu-lai,oneway,business,2023-12-12,21.166666666666668
Vietnam Airlines,10:50:00,17:55:00,31650000,dong-hoi,pleiku,oneway,business,2023-12-12,31.083333333333332
Vietnam Airlines,10:50:00,17:55:00,32489000,dong-hoi,pleiku,oneway,business,2023-12-12,31.083333333333332
Vietnam Airlines,10:50:00,17:55:00,25975000,dong-hoi,pleiku,oneway,business,2023-12-12,31.083333333333332
Vietnam Airlines,10:50:00,17:55:00,22731000,dong-hoi,pleiku,oneway,business,2023-12-12,31.083333333333332
Vietnam Airlines,10:50:00,19:20:00,25164000,dong-hoi,buon-ma-thuot,oneway,business,2023-12-12,8.5
Vietnam Airlines,10:50:00,19:20:00,15368000,dong-hoi,buon-ma-thuot,oneway,business,2023-12-12,8.5
Vietnam Airlines,10:50:00,19:20:00,22461000,dong-hoi,buon-ma-thuot,oneway,business,2023-12-12,8.5
Vietnam Airlines,10:50:00,06:05:00,21109000,dong-hoi,rach-gia,oneway,business,2023-12-12,43.25
Vietnam Airlines,10:50:00,06:05:00,24623000,dong-hoi,rach-gia,oneway,business,2023-12-12,43.25
Vietnam Airlines,10:50:00,17:20:00,25164000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,17:20:00,15368000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,17:20:00,22190000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,17:20:00,22525000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,17:20:00,22731000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,17:20:00,25704000,dong-hoi,Da-lat,oneway,business,2023-12-12,6.5
Vietnam Airlines,10:50:00,19:05:00,15368000,dong-hoi,Can-tho,oneway,business,2023-12-12,8.25
Vietnam Airlines,14:05:00,15:35:00,994000,chu-lai,ho-chi-minh-city,oneway,business,2023-12-12,1.5
Vietnam Airlines,14:05:00,15:35:00,1128000,chu-lai,ho-chi-minh-city,oneway,business,2023-12-12,1.5
Vietnam Airlines,14:05:00,15:35:00,1309000,chu-lai,ho-chi-minh-city,oneway,business,2023-12-12,1.5
Vietnam Airlines,14:05:00,15:35:00,1403000,chu-lai,ho-chi-minh-city,oneway,business,2023-12-12,1.5
Vietnam Airlines,08:50:00,10:20:00,14558000,chu-lai,hanoi,oneway,business,2023-12-12,1.5
Vietnam Airlines,08:50:00,10:20:00,15098000,chu-lai,hanoi,oneway,business,2023-12-12,1.5
Vietnam Airlines,08:50:00,10:20:00,16720000,chu-lai,hanoi,oneway,business,2023-12-12,1.5
Vietnam Airlines,08:50:00,10:20:00,18072000,chu-lai,hanoi,oneway,business,2023-12-12,1.5
Vietnam Airlines,08:50:00,10:20:00,18613000,chu-lai,hanoi,oneway,business,2023-12-12,1.5
Vietnam Airlines,14:05:00,19:50:00,16449000,chu-lai,phu-quoc-island,oneway,business,2023-12-12,5.75
Vietnam Airlines,14:05:00,19:50:00,17801000,chu-lai,phu-quoc-island,oneway,business,2023-12-12,5.75
Vietnam Airlines,14:05:00,19:50:00,11855000,chu-lai,phu-quoc-island,oneway,business,2023-12-12,5.75
Vietnam Airlines,14:05:00,19:50:00,22190000,chu-lai,phu-quoc-island,oneway,business,2023-12-12,5.75
Vietnam Airlines,14:05:00,19:50:00,26785000,chu-lai,phu-quoc-island,oneway,business,2023-12-12,5.75
Vietnam Airlines,14:05:00,19:45:00,26728000,chu-lai,nha-trang,oneway,business,2023-12-12,5.666666666666667
Vietnam Airlines,14:05:00,19:45:00,23378000,chu-lai,nha-trang,oneway,business,2023-12-12,5.666666666666667
Vietnam Airlines,14:05:00,19:45:00,24801000,chu-lai,nha-trang,oneway,business,2023-12-12,5.666666666666667
Vietnam Airlines,14:05:00,07:10:00,19114000,chu-lai,hue,oneway,business,2023-12-12,17.083333333333332
Vietnam Airlines,14:05:00,07:10:00,23812000,chu-lai,hue,oneway,business,2023-12-12,17.083333333333332
Vietnam Airlines,14:05:00,07:10:00,24352000,chu-lai,hue,oneway,business,2023-12-12,17.083333333333332
Vietnam Airlines,14:05:00,07:10:00,25086000,chu-lai,hue,oneway,business,2023-12-12,17.083333333333332
Vietnam Airlines,08:50:00,18:00:00,17801000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,18760000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,21856000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,23029000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,15098000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,23001000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,23812000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,08:50:00,18:00:00,27056000,chu-lai,vinh,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,14:05:00,17:55:00,17801000,chu-lai,pleiku,oneway,business,2023-12-12,3.8333333333333335
Vietnam Airlines,14:05:00,17:55:00,23542000,chu-lai,pleiku,oneway,business,2023-12-12,3.8333333333333335
Vietnam Airlines,14:05:00,17:55:00,27597000,chu-lai,pleiku,oneway,business,2023-12-12,3.8333333333333335
Vietnam Airlines,14:05:00,19:20:00,21856000,chu-lai,buon-ma-thuot,oneway,business,2023-12-12,5.25
Vietnam Airlines,14:05:00,19:20:00,34354000,chu-lai,buon-ma-thuot,oneway,business,2023-12-12,5.25
Vietnam Airlines,14:05:00,19:20:00,22190000,chu-lai,buon-ma-thuot,oneway,business,2023-12-12,5.25
Vietnam Airlines,14:05:00,19:20:00,25704000,chu-lai,buon-ma-thuot,oneway,business,2023-12-12,5.25
Vietnam Airlines,08:50:00,06:05:00,23271000,chu-lai,rach-gia,oneway,business,2023-12-12,45.25
Vietnam Airlines,08:50:00,06:05:00,26785000,chu-lai,rach-gia,oneway,business,2023-12-12,45.25
Vietnam Airlines,08:50:00,09:35:00,23812000,chu-lai,con-dao-island,oneway,business,2023-12-12,24.75
Vietnam Airlines,08:50:00,09:35:00,24893000,chu-lai,con-dao-island,oneway,business,2023-12-12,24.75
Vietnam Airlines,08:50:00,14:00:00,11855000,chu-lai,Da-lat,oneway,business,2023-12-12,5.166666666666667
Vietnam Airlines,08:50:00,14:00:00,12125000,chu-lai,Da-lat,oneway,business,2023-12-12,5.166666666666667
Vietnam Airlines,08:50:00,14:00:00,12396000,chu-lai,Da-lat,oneway,business,2023-12-12,5.166666666666667
Vietnam Airlines,08:50:00,14:00:00,24352000,chu-lai,Da-lat,oneway,business,2023-12-12,5.166666666666667
Vietnam Airlines,08:50:00,14:00:00,24623000,chu-lai,Da-lat,oneway,business,2023-12-12,5.166666666666667
Vietnam Airlines,14:05:00,08:55:00,34354000,chu-lai,Can-tho,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,14:05:00,08:55:00,15098000,chu-lai,Can-tho,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,14:05:00,08:55:00,26785000,chu-lai,Can-tho,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,14:05:00,08:55:00,28501000,chu-lai,Can-tho,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,14:05:00,08:55:00,28678000,chu-lai,Can-tho,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,08:50:00,14:05:00,18760000,chu-lai,dien-bien-phu,oneway,business,2023-12-12,5.25
Vietnam Airlines,08:50:00,14:05:00,22190000,chu-lai,dien-bien-phu,oneway,business,2023-12-12,5.25
Vietnam Airlines,08:50:00,14:05:00,22809000,chu-lai,dien-bien-phu,oneway,business,2023-12-12,5.25
Vietnam Airlines,08:50:00,14:05:00,24893000,chu-lai,dien-bien-phu,oneway,business,2023-12-12,5.25
Vietnam Airlines,08:50:00,14:05:00,25704000,chu-lai,dien-bien-phu,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:10:00,16449000,pleiku,da-nang,oneway,business,2023-12-12,5.416666666666667
Vietnam Airlines,09:45:00,15:10:00,17337000,pleiku,da-nang,oneway,business,2023-12-12,5.416666666666667
Vietnam Airlines,09:45:00,15:10:00,17758000,pleiku,da-nang,oneway,business,2023-12-12,5.416666666666667
Vietnam Airlines,18:35:00,07:40:00,19694000,pleiku,hanoi,oneway,business,2023-12-12,13.083333333333334
Vietnam Airlines,18:35:00,07:40:00,23207000,pleiku,hanoi,oneway,business,2023-12-12,13.083333333333334
Vietnam Airlines,18:35:00,07:40:00,1560000,pleiku,hanoi,oneway,business,2023-12-12,13.083333333333334
Vietnam Airlines,18:35:00,07:40:00,1694000,pleiku,hanoi,oneway,business,2023-12-12,13.083333333333334
Vietnam Airlines,18:35:00,07:40:00,3209000,pleiku,hanoi,oneway,business,2023-12-12,13.083333333333334
Vietnam Airlines,18:35:00,18:50:00,8611000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,9151000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,9692000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,26515000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,27056000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,27866000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,18:35:00,18:50:00,30028000,pleiku,phu-quoc-island,oneway,business,2023-12-12,24.25
Vietnam Airlines,09:45:00,15:00:00,14244000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,15595000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,28613000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,30142000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,33908000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,28947000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,15:00:00,30028000,pleiku,nha-trang,oneway,business,2023-12-12,5.25
Vietnam Airlines,09:45:00,20:40:00,21856000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,16406000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,17337000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,23542000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,23271000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,23812000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,27056000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,09:45:00,20:40:00,27597000,pleiku,hue,oneway,business,2023-12-12,10.916666666666666
Vietnam Airlines,18:35:00,09:00:00,19694000,pleiku,dong-hoi,oneway,business,2023-12-12,14.416666666666666
Vietnam Airlines,18:35:00,09:00:00,43294000,pleiku,dong-hoi,oneway,business,2023-12-12,14.416666666666666
Vietnam Airlines,18:35:00,09:00:00,14558000,pleiku,dong-hoi,oneway,business,2023-12-12,14.416666666666666
Vietnam Airlines,18:35:00,09:00:00,21650000,pleiku,dong-hoi,oneway,business,2023-12-12,14.416666666666666
Vietnam Airlines,18:35:00,09:00:00,33904000,pleiku,dong-hoi,oneway,business,2023-12-12,14.416666666666666
Vietnam Airlines,18:35:00,13:25:00,22190000,pleiku,chu-lai,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,18:35:00,13:25:00,28678000,pleiku,chu-lai,oneway,business,2023-12-12,18.833333333333332
Vietnam Airlines,09:45:00,10:40:00,25099000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,09:45:00,10:40:00,37605000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,09:45:00,10:40:00,10234000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,09:45:00,10:40:00,19217000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,09:45:00,10:40:00,31630000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,09:45:00,10:40:00,32197000,pleiku,buon-ma-thuot,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,18:35:00,07:50:00,10234000,pleiku,con-dao-island,oneway,business,2023-12-12,13.25
Vietnam Airlines,18:35:00,07:50:00,27056000,pleiku,con-dao-island,oneway,business,2023-12-12,13.25
Vietnam Airlines,18:35:00,07:50:00,30569000,pleiku,con-dao-island,oneway,business,2023-12-12,13.25
Vietnam Airlines,18:35:00,08:00:00,15595000,pleiku,Da-lat,oneway,business,2023-12-12,13.416666666666666
Vietnam Airlines,18:35:00,08:00:00,16947000,pleiku,Da-lat,oneway,business,2023-12-12,13.416666666666666
Vietnam Airlines,09:45:00,19:05:00,37559000,pleiku,Can-tho,oneway,business,2023-12-12,9.333333333333334
Vietnam Airlines,09:45:00,19:05:00,26515000,pleiku,Can-tho,oneway,business,2023-12-12,9.333333333333334
Vietnam Airlines,09:45:00,14:05:00,17261000,pleiku,dien-bien-phu,oneway,business,2023-12-12,4.333333333333333
Vietnam Airlines,09:45:00,14:05:00,22731000,pleiku,dien-bien-phu,oneway,business,2023-12-12,4.333333333333333
Vietnam Airlines,09:45:00,14:05:00,26245000,pleiku,dien-bien-phu,oneway,business,2023-12-12,4.333333333333333
Vietnam Airlines,20:00:00,21:15:00,1187000,buon-ma-thuot,ho-chi-minh-city,oneway,business,2023-12-12,1.25
Vietnam Airlines,20:00:00,21:15:00,919000,buon-ma-thuot,ho-chi-minh-city,oneway,business,2023-12-12,1.25
Vietnam Airlines,20:00:00,21:15:00,1466000,buon-ma-thuot,ho-chi-minh-city,oneway,business,2023-12-12,1.25
Vietnam Airlines,20:00:00,21:15:00,1918000,buon-ma-thuot,ho-chi-minh-city,oneway,business,2023-12-12,1.25
Vietnam Airlines,20:00:00,21:15:00,2322000,buon-ma-thuot,ho-chi-minh-city,oneway,business,2023-12-12,1.25
Vietnam Airlines,10:20:00,11:15:00,7194000,buon-ma-thuot,da-nang,oneway,business,2023-12-12,
Vietnam Airlines,11:30:00,13:25:00,1365000,buon-ma-thuot,hanoi,oneway,business,2023-12-12,1.9166666666666665
Vietnam Airlines,20:00:00,08:00:00,30165000,buon-ma-thuot,phu-quoc-island,oneway,business,2023-12-12,
Vietnam Airlines,20:00:00,08:00:00,20318000,buon-ma-thuot,phu-quoc-island,oneway,business,2023-12-12,
Vietnam Airlines,20:00:00,08:00:00,17885000,buon-ma-thuot,phu-quoc-island,oneway,business,2023-12-12,
Vietnam Airlines,20:00:00,08:00:00,26806000,buon-ma-thuot,phu-quoc-island,oneway,business,2023-12-12,
Vietnam Airlines,20:00:00,08:00:00,28968000,buon-ma-thuot,phu-quoc-island,oneway,business,2023-12-12,
Vietnam Airlines,11:30:00,20:40:00,23051000,buon-ma-thuot,hue,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,11:30:00,20:40:00,16470000,buon-ma-thuot,hue,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,11:30:00,20:40:00,17359000,buon-ma-thuot,hue,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,11:30:00,20:40:00,25725000,buon-ma-thuot,hue,oneway,business,2023-12-12,9.166666666666666
Vietnam Airlines,11:30:00,20:40:00,12415000,buon-ma-thuot,hue,oneway,business,2023-12-12,9.166666666666666
VietJet Air,12:50:00,14:10:00,1720000,buon-ma-thuot,vinh,oneway,business,2023-12-12,1.3333333333333333
VietJet Air,12:50:00,14:10:00,15118000,buon-ma-thuot,vinh,oneway,business,2023-12-12,1.3333333333333333
VietJet Air,12:50:00,14:10:00,15659000,buon-ma-thuot,vinh,oneway,business,2023-12-12,1.3333333333333333
VietJet Air,12:50:00,14:10:00,17885000,buon-ma-thuot,vinh,oneway,business,2023-12-12,1.3333333333333333
VietJet Air,12:50:00,14:10:00,21670000,buon-ma-thuot,vinh,oneway,business,2023-12-12,1.3333333333333333
VietJet Air,13:45:00,15:25:00,1128000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
VietJet Air,13:45:00,15:25:00,15118000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
VietJet Air,13:45:00,15:25:00,15659000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
VietJet Air,13:45:00,15:25:00,22751000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
VietJet Air,13:45:00,15:25:00,23292000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
VietJet Air,13:45:00,15:25:00,24913000,buon-ma-thuot,haiphong,oneway,business,2023-12-12,1.6666666666666665
Vietnam Airlines,20:00:00,13:25:00,23051000,buon-ma-thuot,chu-lai,oneway,business,2023-12-12,17.416666666666668
Vietnam Airlines,20:00:00,13:25:00,18967000,buon-ma-thuot,chu-lai,oneway,business,2023-12-12,17.416666666666668
Vietnam Airlines,20:00:00,13:25:00,24913000,buon-ma-thuot,chu-lai,oneway,business,2023-12-12,17.416666666666668
Vietnam Airlines,20:00:00,13:25:00,27616000,buon-ma-thuot,chu-lai,oneway,business,2023-12-12,17.416666666666668
Vietnam Airlines,20:00:00,17:55:00,15659000,buon-ma-thuot,pleiku,oneway,business,2023-12-12,21.916666666666668
Vietnam Airlines,20:00:00,17:55:00,19508000,buon-ma-thuot,pleiku,oneway,business,2023-12-12,21.916666666666668
Vietnam Airlines,20:00:00,17:55:00,21399000,buon-ma-thuot,pleiku,oneway,business,2023-12-12,21.916666666666668
Vietnam Airlines,10:20:00,06:05:00,17885000,buon-ma-thuot,rach-gia,oneway,business,2023-12-12,43.75
Vietnam Airlines,10:20:00,07:50:00,20553000,buon-ma-thuot,con-dao-island,oneway,business,2023-12-12,21.5
Vietnam Airlines,10:20:00,07:50:00,19415000,buon-ma-thuot,con-dao-island,oneway,business,2023-12-12,21.5
Vietnam Airlines,20:00:00,08:00:00,14308000,buon-ma-thuot,Da-lat,oneway,business,2023-12-12,
Vietnam Airlines,11:30:00,19:05:00,26466000,buon-ma-thuot,Can-tho,oneway,business,2023-12-12,7.583333333333333
Vietnam Airlines,11:30:00,14:05:00,22751000,buon-ma-thuot,dien-bien-phu,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,11:30:00,14:05:00,19508000,buon-ma-thuot,dien-bien-phu,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,11:30:00,14:05:00,22211000,buon-ma-thuot,dien-bien-phu,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,11:30:00,14:05:00,26265000,buon-ma-thuot,dien-bien-phu,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,06:25:00,16:40:00,28384000,rach-gia,da-nang,oneway,business,2023-12-12,10.25
Vietnam Airlines,06:25:00,07:20:00,15616000,rach-gia,hanoi,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,06:25:00,07:20:00,19130000,rach-gia,hanoi,oneway,business,2023-12-12,24.916666666666668
Vietnam Airlines,06:25:00,13:30:00,11588000,rach-gia,nha-trang,oneway,business,2023-12-12,7.083333333333333
Vietnam Airlines,06:25:00,13:30:00,23519000,rach-gia,nha-trang,oneway,business,2023-12-12,7.083333333333333
Vietnam Airlines,06:25:00,13:30:00,31629000,rach-gia,nha-trang,oneway,business,2023-12-12,7.083333333333333
Vietnam Airlines,06:25:00,13:30:00,35142000,rach-gia,nha-trang,oneway,business,2023-12-12,7.083333333333333
Vietnam Airlines,06:25:00,20:40:00,29901000,rach-gia,hue,oneway,business,2023-12-12,14.25
Vietnam Airlines,06:25:00,18:00:00,29047000,rach-gia,vinh,oneway,business,2023-12-12,11.583333333333334
Vietnam Airlines,06:25:00,18:00:00,25348000,rach-gia,vinh,oneway,business,2023-12-12,11.583333333333334
Vietnam Airlines,06:25:00,09:00:00,15616000,rach-gia,dong-hoi,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,06:25:00,09:00:00,22708000,rach-gia,dong-hoi,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,06:25:00,09:00:00,26222000,rach-gia,dong-hoi,oneway,business,2023-12-12,26.583333333333332
Vietnam Airlines,06:25:00,08:00:00,24871000,rach-gia,chu-lai,oneway,business,2023-12-12,25.583333333333332
Vietnam Airlines,06:25:00,08:00:00,28384000,rach-gia,chu-lai,oneway,business,2023-12-12,25.583333333333332
Vietnam Airlines,06:25:00,08:55:00,28114000,rach-gia,pleiku,oneway,business,2023-12-12,50.5
Vietnam Airlines,06:25:00,08:55:00,31629000,rach-gia,pleiku,oneway,business,2023-12-12,50.5
Vietnam Airlines,06:25:00,10:40:00,28114000,rach-gia,buon-ma-thuot,oneway,business,2023-12-12,28.25
Vietnam Airlines,06:25:00,10:40:00,31629000,rach-gia,buon-ma-thuot,oneway,business,2023-12-12,28.25
Vietnam Airlines,06:25:00,08:50:00,31629000,rach-gia,Da-lat,oneway,business,2023-12-12,26.416666666666668
Vietnam Airlines,06:25:00,14:05:00,29047000,rach-gia,dien-bien-phu,oneway,business,2023-12-12,7.666666666666667
Vietnam Airlines,10:00:00,19:00:00,28114000,con-dao-island,da-nang,oneway,business,2023-12-12,
Vietnam Airlines,10:00:00,19:00:00,29196000,con-dao-island,da-nang,oneway,business,2023-12-12,
Vietnam Airlines,10:00:00,19:00:00,29736000,con-dao-island,da-nang,oneway,business,2023-12-12,
Vietnam Airlines,09:25:00,14:10:00,18590000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,15076000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,15346000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,15616000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,16428000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,18049000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,18860000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,19130000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,09:25:00,14:10:00,19941000,con-dao-island,hanoi,oneway,business,2023-12-12,4.75
Vietnam Airlines,16:40:00,12:25:00,34170000,con-dao-island,phu-quoc-island,oneway,business,2023-12-12,19.75
Vietnam Airlines,16:40:00,12:25:00,32747000,con-dao-island,phu-quoc-island,oneway,business,2023-12-12,19.75
Vietnam Airlines,16:40:00,12:25:00,33316000,con-dao-island,phu-quoc-island,oneway,business,2023-12-12,19.75
Vietnam Airlines,09:25:00,18:15:00,36446000,con-dao-island,nha-trang,oneway,business,2023-12-12,8.833333333333334
Vietnam Airlines,09:25:00,18:15:00,35877000,con-dao-island,nha-trang,oneway,business,2023-12-12,8.833333333333334
Vietnam Airlines,10:00:00,20:40:00,29616000,con-dao-island,hue,oneway,business,2023-12-12,10.666666666666666
Vietnam Airlines,10:00:00,20:40:00,25633000,con-dao-island,hue,oneway,business,2023-12-12,10.666666666666666
Vietnam Airlines,10:00:00,18:00:00,28762000,con-dao-island,vinh,oneway,business,2023-12-12,
Vietnam Airlines,10:00:00,18:00:00,24779000,con-dao-island,vinh,oneway,business,2023-12-12,
Vietnam Airlines,10:00:00,18:00:00,25348000,con-dao-island,vinh,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,15616000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,14535000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,15076000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,15346000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,16428000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,18049000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,18590000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,13:55:00,19:55:00,18860000,con-dao-island,haiphong,oneway,business,2023-12-12,
Vietnam Airlines,09:25:00,09:00:00,15076000,con-dao-island,dong-hoi,oneway,business,2023-12-12,23.583333333333332
Vietnam Airlines,09:25:00,09:00:00,23356000,con-dao-island,dong-hoi,oneway,business,2023-12-12,23.583333333333332
Vietnam Airlines,09:25:00,09:00:00,23925000,con-dao-island,dong-hoi,oneway,business,2023-12-12,23.583333333333332
Vietnam Airlines,09:25:00,09:00:00,24779000,con-dao-island,dong-hoi,oneway,business,2023-12-12,23.583333333333332
Vietnam Airlines,16:40:00,08:00:00,27056000,con-dao-island,chu-lai,oneway,business,2023-12-12,15.333333333333334
Vietnam Airlines,16:40:00,08:00:00,25633000,con-dao-island,chu-lai,oneway,business,2023-12-12,15.333333333333334
