brand_0,brand_1,brand_2,price,dcity_0,dcity_1,dcity_2,dcity_3,dcity_4,acity_0,acity_1,acity_2,acity_3,acity_4,class_type,flytime_hours,dhour,dminute,ahour,aminute,dmonth,dday
0,1,1,3936000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,3957000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,3971000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,3974000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,4133000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,8561000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,1,11494000,0,0,0,1,0,0,0,1,0,1,1,6.583333333333333,14,45,21,20,12,10
0,1,0,3761000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,2716000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3648000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3752000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3861000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3937000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3965000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,3984000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4003000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4088000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4162000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4305000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4314000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4518000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4533000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4641000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,4660000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,10212000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
0,1,0,10501000,0,0,0,1,0,0,0,1,1,1,1,6.5,15,5,21,35,12,10
